0557,982
0023,684
0558,1097
0109,769
0089,760
0053,726
0004,667
0714,2174
0711,1323
2204,878
0027,684
0221,1256
0740,812
0121,954
0221F,1003
0034,702
0222F,968
0026,702
0025,702
0344,684
0123,769
0022,774
0202,798
0009,667
0028,684
0021,899
0088,760
0003,667
0005,667
0001,702
0081,769
0006,667
0222,827
0201,788
